Region,Age,Year,Total_Deaths
05,4,2010,2
05,4,2011,1
05,4,2012,0
05,4,2013,2
05,4,2014,0
05,4,2015,0
05,4,2016,0
05,4,2017,0
05,4,2018,1
05,4,2019,1
05,4,2020,1
05,4,2021,0
05,4,2022,2
05,4,2023,0
05,5,2000,0
05,5,2001,0
05,5,2002,0
05,5,2003,2
05,5,2004,0
05,5,2005,1
05,5,2006,0
05,5,2007,0
05,5,2008,0
05,5,2009,0
05,5,2010,0
05,5,2011,0
05,5,2012,1
05,5,2013,2
05,5,2014,0
05,5,2015,0
05,5,2016,0
05,5,2017,0
05,5,2018,0
05,5,2019,1
05,5,2020,0
05,5,2021,1
05,5,2022,0
05,5,2023,0
05,6,2000,0
05,6,2001,0
05,6,2002,0
05,6,2003,0
05,6,2004,0
05,6,2005,0
05,6,2006,1
05,6,2007,0
05,6,2008,0
05,6,2009,1
05,6,2010,0
05,6,2011,0
05,6,2012,1
05,6,2013,0
05,6,2014,0
05,6,2015,0
05,6,2016,0
05,6,2017,1
05,6,2018,1
05,6,2019,1
05,6,2020,0
05,6,2021,0
05,6,2022,0
05,6,2023,3
05,7,2000,1
05,7,2001,0
05,7,2002,0
05,7,2003,0
05,7,2004,1
05,7,2005,0
05,7,2006,0
05,7,2007,1
05,7,2008,0
05,7,2009,1
05,7,2010,3
05,7,2011,1
05,7,2012,0
05,7,2013,1
05,7,2014,0
05,7,2015,0
05,7,2016,0
05,7,2017,0
05,7,2018,1
05,7,2019,0
05,7,2020,0
05,7,2021,0
05,7,2022,0
05,7,2023,0
05,8,2000,0
05,8,2001,2
05,8,2002,1
05,8,2003,0
05,8,2004,1
05,8,2005,0
05,8,2006,0
05,8,2007,0
05,8,2008,0
05,8,2009,0
05,8,2010,0
05,8,2011,0
05,8,2012,0
05,8,2013,0
05,8,2014,1
05,8,2015,0
05,8,2016,0
05,8,2017,0
05,8,2018,0
05,8,2019,0
05,8,2020,0
05,8,2021,1
05,8,2022,1
05,8,2023,1
05,9,2000,1
05,9,2001,0
05,9,2002,1
05,9,2003,0
05,9,2004,0
05,9,2005,0
05,9,2006,1
05,9,2007,1
05,9,2008,0
05,9,2009,1
05,9,2010,0
05,9,2011,0
05,9,2012,0
05,9,2013,0
05,9,2014,2
05,9,2015,0
05,9,2016,0
05,9,2017,0
05,9,2018,1
05,9,2019,1
05,9,2020,0
05,9,2021,0
05,9,2022,0
05,9,2023,0
05,10,2000,1
05,10,2001,1
05,10,2002,2
05,10,2003,1
05,10,2004,0
05,10,2005,0
05,10,2006,1
05,10,2007,0
05,10,2008,0
05,10,2009,1
05,10,2010,0
05,10,2011,0
05,10,2012,0
05,10,2013,0
05,10,2014,1
05,10,2015,2
05,10,2016,1
05,10,2017,0
05,10,2018,2
05,10,2019,0
05,10,2020,0
05,10,2021,0
05,10,2022,0
05,10,2023,1
05,11,2000,1
05,11,2001,1
05,11,2002,1
05,11,2003,1
05,11,2004,1
05,11,2005,0
05,11,2006,1
05,11,2007,0
05,11,2008,0
05,11,2009,1
05,11,2010,0
05,11,2011,1
05,11,2012,0
05,11,2013,1
05,11,2014,0
05,11,2015,0
05,11,2016,1
05,11,2017,1
05,11,2018,1
05,11,2019,0
05,11,2020,0
05,11,2021,0
05,11,2022,0
05,11,2023,0
05,12,2000,1
05,12,2001,0
05,12,2002,0
05,12,2003,0
05,12,2004,0
05,12,2005,0
05,12,2006,1
05,12,2007,1
05,12,2008,0
05,12,2009,0
05,12,2010,1
05,12,2011,0
05,12,2012,0
05,12,2013,0
05,12,2014,0
05,12,2015,1
05,12,2016,0
05,12,2017,0
05,12,2018,1
05,12,2019,0
05,12,2020,0
05,12,2021,0
05,12,2022,0
05,12,2023,2
05,13,2000,1
05,13,2001,0
05,13,2002,0
05,13,2003,1
05,13,2004,1
05,13,2005,1
05,13,2006,1
05,13,2007,0
05,13,2008,1
05,13,2009,0
05,13,2010,2
05,13,2011,1
05,13,2012,1
05,13,2013,1
05,13,2014,0
05,13,2015,2
05,13,2016,1
05,13,2017,1
05,13,2018,0
05,13,2019,1
05,13,2020,0
05,13,2021,0
05,13,2022,0
05,13,2023,0
05,14,2000,0
05,14,2001,0
05,14,2002,0
05,14,2003,0
05,14,2004,1
05,14,2005,0
05,14,2006,3
05,14,2007,1
05,14,2008,1
05,14,2009,1
05,14,2010,1
05,14,2011,0
05,14,2012,0
05,14,2013,0
05,14,2014,1
05,14,2015,1
05,14,2016,1
05,14,2017,1
05,14,2018,0
05,14,2019,0
05,14,2020,0
05,14,2021,0
05,14,2022,2
05,14,2023,0
05,15,2000,0
05,15,2001,1
05,15,2002,1
05,15,2003,0
05,15,2004,2
05,15,2005,1
05,15,2006,0
05,15,2007,0
05,15,2008,0
05,15,2009,1
05,15,2010,1
05,15,2011,1
05,15,2012,0
05,15,2013,2
05,15,2014,2
05,15,2015,0
05,15,2016,2
05,15,2017,0
05,15,2018,1
05,15,2019,0
05,15,2020,0
05,15,2021,0
05,15,2022,1
05,15,2023,0
05,16,2000,0
05,16,2001,0
05,16,2002,0
05,16,2003,1
05,16,2004,0
05,16,2005,1
05,16,2006,1
05,16,2007,1
05,16,2008,1
05,16,2009,0
05,16,2010,0
05,16,2011,1
05,16,2012,1
05,16,2013,1
05,16,2014,3
05,16,2015,1
05,16,2016,0
05,16,2017,0
05,16,2018,0
05,16,2019,0
05,16,2020,0
05,16,2021,3
05,16,2022,1
05,16,2023,2
05,17,2000,1
05,17,2001,0
05,17,2002,1
05,17,2003,0
05,17,2004,2
05,17,2005,1
05,17,2006,1
05,17,2007,2
05,17,2008,3
05,17,2009,1
05,17,2010,2
05,17,2011,4
05,17,2012,1
05,17,2013,1
05,17,2014,0
05,17,2015,0
05,17,2016,0
05,17,2017,1
05,17,2018,0
05,17,2019,1
05,17,2020,2
05,17,2021,0
05,17,2022,1
05,17,2023,2
05,18,2000,0
05,18,2001,3
05,18,2002,0
05,18,2003,1
05,18,2004,2
05,18,2005,0
05,18,2006,2
05,18,2007,2
05,18,2008,1
05,18,2009,1
05,18,2010,3
05,18,2011,0
05,18,2012,2
05,18,2013,1
05,18,2014,0
05,18,2015,0
05,18,2016,2
05,18,2017,2
05,18,2018,3
05,18,2019,1
05,18,2020,0
05,18,2021,3
05,18,2022,3
05,18,2023,0
05,19,2000,3
05,19,2001,3
05,19,2002,6
05,19,2003,1
05,19,2004,2
05,19,2005,2
05,19,2006,0
05,19,2007,1
05,19,2008,2
05,19,2009,2
05,19,2010,1
05,19,2011,0
05,19,2012,2
05,19,2013,3
05,19,2014,3
05,19,2015,0
05,19,2016,2
05,19,2017,1
05,19,2018,2
05,19,2019,0
05,19,2020,1
05,19,2021,2
05,19,2022,2
05,19,2023,5
06,0,2000,11
06,0,2001,14
06,0,2002,14
06,0,2003,12
06,0,2004,12
06,0,2005,10
06,0,2006,12
06,0,2007,10
06,0,2008,11
06,0,2009,9
06,0,2010,7
06,0,2011,4
06,0,2012,11
06,0,2013,11
06,0,2014,9
06,0,2015,9
06,0,2016,10
06,0,2017,6
06,0,2018,5
06,0,2019,9
06,0,2020,15
06,0,2021,9
06,0,2022,6
06,0,2023,6
06,1,2000,2
06,1,2001,5
06,1,2002,2
06,1,2003,3
06,1,2004,0
06,1,2005,0
06,1,2006,0
06,1,2007,2
06,1,2008,3
06,1,2009,1
06,1,2010,3
06,1,2011,1
06,1,2012,1
06,1,2013,1
06,1,2014,0
06,1,2015,1
06,1,2016,0
06,1,2017,0
06,1,2018,5
06,1,2019,1
06,1,2020,2
06,1,2021,3
06,1,2022,1
06,1,2023,1
06,2,2000,0
06,2,2001,1
06,2,2002,0
06,2,2003,0
06,2,2004,2
06,2,2005,2
06,2,2006,1
06,2,2007,0
06,2,2008,1
06,2,2009,1
06,2,2010,1
06,2,2011,1
06,2,2012,0
06,2,2013,0
06,2,2014,0
06,2,2015,2
06,2,2016,1
06,2,2017,0
06,2,2018,1
06,2,2019,0
06,2,2020,2
06,2,2021,0
06,2,2022,1
06,2,2023,1
06,3,2000,0
06,3,2001,0
06,3,2002,0
06,3,2003,1
06,3,2004,0
06,3,2005,0
06,3,2006,0
06,3,2007,1
06,3,2008,2
06,3,2009,0
06,3,2010,1
06,3,2011,1
06,3,2012,0
06,3,2013,1
06,3,2014,0
06,3,2015,0
06,3,2016,0
06,3,2017,0
06,3,2018,0
06,3,2019,0
06,3,2020,0
06,3,2021,0
06,3,2022,0
06,3,2023,0
06,4,2000,0
06,4,2001,0
06,4,2002,1
06,4,2003,1
06,4,2004,1
06,4,2005,0
06,4,2006,2
06,4,2007,1
06,4,2008,0
06,4,2009,0
06,4,2010,1
06,4,2011,0
06,4,2012,0
06,4,2013,0
06,4,2014,0
06,4,2015,0
06,4,2016,0
06,4,2017,0
06,4,2018,1
06,4,2019,0
06,4,2020,0
06,4,2021,2
06,4,2022,0
06,4,2023,2
06,5,2000,0
06,5,2001,0
06,5,2002,0
06,5,2003,0
06,5,2004,0
06,5,2005,0
06,5,2006,0
06,5,2007,0
06,5,2008,0
06,5,2009,0
06,5,2010,0
06,5,2011,1
06,5,2012,1
06,5,2013,0
06,5,2014,0
06,5,2015,0
06,5,2016,2
06,5,2017,0
06,5,2018,0
06,5,2019,0
06,5,2020,1
06,5,2021,0
06,5,2022,1
06,5,2023,0
06,6,2000,0
06,6,2001,0
06,6,2002,0
06,6,2003,1
06,6,2004,0
06,6,2005,0
06,6,2006,0
06,6,2007,0
06,6,2008,2
06,6,2009,0
06,6,2010,0
06,6,2011,0
06,6,2012,1
06,6,2013,0
06,6,2014,1
06,6,2015,1
06,6,2016,0
06,6,2017,0
06,6,2018,0
06,6,2019,0
06,6,2020,0
06,6,2021,0
06,6,2022,0
06,6,2023,2
06,7,2000,3
06,7,2001,0
06,7,2002,0
06,7,2003,0
06,7,2004,0
06,7,2005,1
06,7,2006,0
06,7,2007,0
06,7,2008,0
06,7,2009,0
06,7,2010,0
06,7,2011,0
06,7,2012,0
06,7,2013,0
06,7,2014,2
06,7,2015,0
06,7,2016,0
06,7,2017,0
06,7,2018,0
06,7,2019,1
06,7,2020,0
06,7,2021,1
06,7,2022,0
06,7,2023,0
06,8,2000,0
06,8,2001,0
06,8,2002,0
06,8,2003,0
06,8,2004,0
06,8,2005,2
06,8,2006,0
06,8,2007,1
06,8,2008,0
06,8,2009,0
06,8,2010,0
06,8,2011,0
06,8,2012,0
06,8,2013,0
06,8,2014,0
06,8,2015,1
06,8,2016,0
06,8,2017,1
06,8,2018,1
06,8,2019,0
06,8,2020,0
06,8,2021,0
06,8,2022,0
06,8,2023,0
06,9,2000,0
06,9,2001,0
06,9,2002,1
06,9,2003,0
06,9,2004,1
06,9,2005,0
06,9,2006,0
06,9,2007,0
06,9,2008,1
06,9,2009,0
06,9,2010,1
06,9,2011,0
06,9,2012,0
06,9,2013,1
06,9,2014,1
06,9,2015,0
06,9,2016,0
06,9,2017,0
06,9,2018,0
06,9,2019,0
06,9,2020,1
06,9,2021,1
06,9,2022,0
06,9,2023,0
06,10,2000,1
06,10,2001,0
06,10,2002,1
06,10,2003,0
06,10,2004,0
06,10,2005,0
06,10,2006,0
06,10,2007,0
06,10,2008,0
06,10,2009,1
06,10,2010,0
06,10,2011,0
06,10,2012,0
06,10,2013,0
06,10,2014,0
06,10,2015,0
06,10,2016,0
06,10,2017,0
06,10,2018,0
06,10,2019,2
06,10,2020,0
06,10,2021,0
06,10,2022,0
06,10,2023,0
06,11,2000,1
06,11,2001,1
06,11,2002,1
06,11,2003,0
06,11,2004,0
06,11,2005,0
06,11,2006,3
06,11,2007,0
06,11,2008,0
06,11,2009,0
06,11,2010,0
06,11,2011,1
06,11,2012,0
06,11,2013,0
06,11,2014,0
06,11,2015,0
06,11,2016,0
06,11,2017,0
06,11,2018,1
06,11,2019,0
06,11,2020,0
06,11,2021,0
06,11,2022,1
06,11,2023,0
06,12,2000,1
06,12,2001,1
06,12,2002,0
06,12,2003,0
06,12,2004,1
06,12,2005,0
06,12,2006,0
06,12,2007,0
06,12,2008,0
06,12,2009,1
06,12,2010,0
06,12,2011,0
06,12,2012,0
06,12,2013,0
06,12,2014,0
06,12,2015,0
06,12,2016,0
06,12,2017,0
06,12,2018,0
06,12,2019,0
06,12,2020,0
06,12,2021,1
06,12,2022,0
06,12,2023,1
06,13,2000,0
06,13,2001,0
06,13,2002,1
06,13,2003,1
06,13,2004,1
06,13,2005,1
06,13,2006,0
06,13,2007,1
06,13,2008,0
06,13,2009,0
06,13,2010,0
06,13,2011,2
06,13,2012,0
06,13,2013,1
06,13,2014,0
06,13,2015,0
06,13,2016,1
06,13,2017,0
06,13,2018,1
06,13,2019,0
06,13,2020,1
06,13,2021,0
06,13,2022,0
06,13,2023,0
06,14,2000,1
06,14,2001,2
06,14,2002,0
06,14,2003,0
06,14,2004,1
06,14,2005,1
06,14,2006,0
06,14,2007,1
06,14,2008,0
06,14,2009,0
06,14,2010,0
06,14,2011,0
06,14,2012,0
06,14,2013,0
06,14,2014,0
06,14,2015,1
06,14,2016,0
06,14,2017,1
06,14,2018,0
06,14,2019,1
06,14,2020,0
06,14,2021,1
06,14,2022,1
06,14,2023,0
06,15,2000,1
06,15,2001,0
06,15,2002,2
06,15,2003,0
06,15,2004,0
06,15,2005,1
06,15,2006,1
06,15,2007,0
06,15,2008,0
06,15,2009,1
06,15,2010,0
06,15,2011,1
06,15,2012,0
06,15,2013,0
06,15,2014,1
06,15,2015,1
06,15,2016,0
06,15,2017,0
06,15,2018,1
06,15,2019,3
06,15,2020,0
06,15,2021,0
06,15,2022,0
06,15,2023,2
06,16,2000,3
06,16,2001,3
06,16,2002,2
06,16,2003,1
06,16,2004,1
06,16,2005,0
06,16,2006,2
06,16,2007,0
06,16,2008,2
06,16,2009,1
06,16,2010,0
06,16,2011,0
06,16,2012,1
06,16,2013,1
06,16,2014,0
06,16,2015,0
06,16,2016,0
06,16,2017,2
06,16,2018,0
06,16,2019,2
06,16,2020,0
06,16,2021,0
06,16,2022,1
06,16,2023,1
06,17,2000,1
06,17,2001,1
06,17,2002,1
06,17,2003,3
06,17,2004,1
06,17,2005,0
06,17,2006,0
06,17,2007,1
06,17,2008,0
06,17,2009,0
06,17,2010,1
06,17,2011,1
06,17,2012,0
06,17,2013,0
06,17,2014,0
06,17,2015,0
06,17,2016,0
06,17,2017,0
06,17,2018,0
06,17,2019,2
06,17,2020,1
06,17,2021,2
06,17,2022,0
06,17,2023,0
06,18,2000,2
06,18,2001,0
06,18,2002,0
06,18,2003,1
06,18,2004,1
06,18,2005,1
06,18,2006,1
06,18,2007,1
06,18,2008,2
06,18,2009,1
06,18,2010,1
06,18,2011,1
06,18,2012,2
06,18,2013,3
06,18,2014,1
06,18,2015,1
06,18,2016,0
06,18,2017,0
06,18,2018,2
06,18,2019,1
06,18,2020,1
06,18,2021,2
06,18,2022,0
06,18,2023,0
06,19,2000,1
06,19,2001,1
06,19,2002,2
06,19,2003,1
06,19,2004,4
06,19,2005,3
06,19,2006,2
06,19,2007,1
06,19,2008,0
06,19,2009,1
06,19,2010,0
06,19,2011,0
06,19,2012,2
06,19,2013,3
06,19,2014,1
06,19,2015,1
06,19,2016,3
06,19,2017,1
06,19,2018,1
06,19,2019,0
06,19,2020,1
06,19,2021,0
06,19,2022,3
06,19,2023,1
07,0,2000,3
07,0,2001,6
07,0,2002,9
07,0,2003,4
07,0,2004,3
07,0,2005,3
07,0,2006,5
07,0,2007,3
07,0,2008,8
07,0,2009,8
07,0,2010,1
07,0,2011,7
07,0,2012,1
07,0,2013,6
07,0,2014,3
07,0,2015,8
07,0,2016,9
07,0,2017,3
07,0,2018,5
07,0,2019,7
07,0,2020,7
07,0,2021,6
07,0,2022,3
07,0,2023,4
07,1,2000,1
07,1,2001,2
07,1,2002,2
07,1,2003,0
07,1,2004,0
07,1,2005,0
07,1,2006,2
07,1,2007,2
07,1,2008,2
07,1,2009,0
07,1,2010,0
07,1,2011,1
07,1,2012,2
07,1,2013,0
07,1,2014,1
07,1,2015,1
07,1,2016,1
07,1,2017,0
07,1,2018,0
07,1,2019,0
07,1,2020,1
07,1,2021,0
07,1,2022,2
07,1,2023,1
07,2,2000,0
07,2,2001,0
07,2,2002,0
07,2,2003,0
07,2,2004,1
07,2,2005,2
07,2,2006,0
07,2,2007,0
07,2,2008,0
07,2,2009,0
07,2,2010,0
07,2,2011,1
07,2,2012,0
07,2,2013,0
07,2,2014,0
07,2,2015,1
07,2,2016,0
07,2,2017,0
07,2,2018,0
07,2,2019,1
07,2,2020,1
07,2,2021,0
07,2,2022,0
07,2,2023,0
07,3,2000,0
07,3,2001,0
07,3,2002,0
07,3,2003,1
07,3,2004,1
07,3,2005,0
07,3,2006,1
07,3,2007,1
07,3,2008,0
07,3,2009,0
07,3,2010,0
07,3,2011,0
07,3,2012,0
07,3,2013,0
07,3,2014,1
07,3,2015,0
07,3,2016,0
07,3,2017,0
07,3,2018,0
07,3,2019,1
07,3,2020,0
07,3,2021,0
07,3,2022,1
07,3,2023,0
07,4,2000,0
07,4,2001,0
07,4,2002,1
07,4,2003,1
07,4,2004,0
07,4,2005,0
07,4,2006,0
07,4,2007,0
07,4,2008,0
07,4,2009,0
07,4,2010,1
07,4,2011,0
07,4,2012,0
07,4,2013,1
07,4,2014,0
07,4,2015,0
07,4,2016,0
07,4,2017,0
07,4,2018,0
07,4,2019,0
07,4,2020,0
07,4,2021,0
07,4,2022,0
07,4,2023,0
07,5,2000,0
07,5,2001,0
07,5,2002,0
07,5,2003,0
07,5,2004,0
07,5,2005,1
07,5,2006,0
07,5,2007,0
07,5,2008,1
07,5,2009,0
07,5,2010,0
07,5,2011,1
07,5,2012,1
07,5,2013,0
07,5,2014,0
07,5,2015,0
07,5,2016,0
07,5,2017,0
07,5,2018,0
07,5,2019,1
07,5,2020,0
07,5,2021,0
07,5,2022,0
07,5,2023,0
07,6,2000,0
07,6,2001,0
07,6,2002,0
07,6,2003,1
07,6,2004,0
07,6,2005,0
07,6,2006,0
07,6,2007,0
07,6,2008,1
07,6,2009,1
07,6,2010,0
07,6,2011,0
07,6,2012,0
07,6,2013,0
07,6,2014,0
07,6,2015,0
07,6,2016,0
07,6,2017,2
07,6,2018,1
07,6,2019,0
07,6,2020,1
07,6,2021,0
07,6,2022,0
07,6,2023,0
07,7,2000,0
07,7,2001,0
07,7,2002,0
07,7,2003,1
07,7,2004,0
07,7,2005,0
07,7,2006,0
07,7,2007,0
07,7,2008,0
07,7,2009,0
07,7,2010,0
07,7,2011,0
07,7,2012,0
07,7,2013,0
07,7,2014,0
07,7,2015,0
07,7,2016,0
07,7,2017,0
07,7,2018,0
07,7,2019,0
07,7,2020,0
07,7,2021,0
07,7,2022,0
07,7,2023,0
07,8,2000,0
07,8,2001,0
07,8,2002,0
07,8,2003,0
07,8,2004,0
07,8,2005,0
07,8,2006,2
07,8,2007,0
07,8,2008,0
07,8,2009,0
07,8,2010,0
07,8,2011,0
07,8,2012,1
07,8,2013,0
07,8,2014,0
07,8,2015,0
07,8,2016,0
07,8,2017,0
07,8,2018,0
07,8,2019,0
07,8,2020,0
07,8,2021,0
07,8,2022,0
07,8,2023,0
07,9,2000,1
07,9,2001,0
07,9,2002,0
07,9,2003,0
07,9,2004,0
07,9,2005,0
07,9,2006,0
07,9,2007,0
07,9,2008,1
07,9,2009,0
07,9,2010,0
07,9,2011,1
07,9,2012,0
07,9,2013,0
07,9,2014,0
07,9,2015,0
07,9,2016,1
07,9,2017,0
07,9,2018,0
07,9,2019,1
07,9,2020,0
07,9,2021,0
07,9,2022,0
07,9,2023,0
07,10,2000,0
07,10,2001,0
07,10,2002,0
07,10,2003,0
07,10,2004,0
07,10,2005,0
07,10,2006,0
07,10,2007,0
07,10,2008,0
07,10,2009,0
07,10,2010,1
07,10,2011,0
07,10,2012,0
07,10,2013,0
07,10,2014,1
07,10,2015,0
07,10,2016,0
07,10,2017,0
07,10,2018,0
07,10,2019,0
07,10,2020,0
07,10,2021,0
07,10,2022,0
07,10,2023,0
07,11,2000,0
07,11,2001,0
07,11,2002,0
07,11,2003,1
07,11,2004,0
07,11,2005,0
07,11,2006,1
07,11,2007,0
07,11,2008,0
07,11,2009,1
07,11,2010,1
07,11,2011,0
07,11,2012,0
07,11,2013,0
07,11,2014,0
07,11,2015,1
07,11,2016,0
07,11,2017,0
07,11,2018,1
07,11,2019,0
07,11,2020,1
07,11,2021,0
07,11,2022,1
07,11,2023,0
07,12,2000,0
07,12,2001,0
07,12,2002,0
07,12,2003,0
07,12,2004,0
07,12,2005,0
07,12,2006,2
07,12,2007,0
07,12,2008,0
07,12,2009,0
07,12,2010,0
07,12,2011,0
07,12,2012,1
07,12,2013,2
07,12,2014,0
07,12,2015,0
07,12,2016,0
07,12,2017,0
07,12,2018,0
07,12,2019,0
07,12,2020,0
07,12,2021,0
07,12,2022,0
07,12,2023,0
07,13,2000,1
07,13,2001,0
07,13,2002,0
07,13,2003,0
07,13,2004,0
07,13,2005,0
07,13,2006,0
07,13,2007,0
07,13,2008,1
07,13,2009,0
07,13,2010,0
07,13,2011,0
07,13,2012,0
07,13,2013,1
07,13,2014,0
07,13,2015,1
07,13,2016,0
07,13,2017,0
07,13,2018,1
07,13,2019,0
07,13,2020,0
07,13,2021,0
07,13,2022,0
07,13,2023,0
07,14,2000,0
07,14,2001,0
07,14,2002,1
07,14,2003,0
07,14,2004,0
07,14,2005,1
07,14,2006,0
07,14,2007,1
07,14,2008,1
07,14,2009,0
07,14,2010,2
07,14,2011,0
07,14,2012,1
07,14,2013,0
07,14,2014,0
07,14,2015,0
07,14,2016,0
07,14,2017,0
07,14,2018,0
07,14,2019,0
07,14,2020,0
07,14,2021,1
07,14,2022,0
07,14,2023,0
07,15,2000,0
07,15,2001,0
07,15,2002,0
07,15,2003,0
07,15,2004,0
07,15,2005,0
07,15,2006,0
07,15,2007,0
07,15,2008,1
07,15,2009,0
07,15,2010,1
07,15,2011,0
07,15,2012,1
07,15,2013,0
07,15,2014,0
07,15,2015,1
07,15,2016,0
07,15,2017,0
07,15,2018,0
07,15,2019,0
07,15,2020,1
07,15,2021,0
07,15,2022,0
07,15,2023,1
07,16,2000,0
07,16,2001,1
07,16,2002,2
07,16,2003,0
07,16,2004,0
07,16,2005,0
07,16,2006,0
07,16,2007,1
07,16,2008,1
07,16,2009,0
07,16,2010,1
07,16,2011,0
07,16,2012,0
07,16,2013,0
07,16,2014,0
07,16,2015,0
07,16,2016,0
07,16,2017,0
07,16,2018,0
07,16,2019,1
07,16,2020,1
07,16,2021,0
07,16,2022,0
07,16,2023,0
07,17,2000,1
07,17,2001,0
07,17,2002,0
07,17,2003,1
07,17,2004,0
07,17,2005,0
07,17,2006,2
07,17,2007,0
07,17,2008,0
07,17,2009,1
07,17,2010,2
07,17,2011,0
07,17,2012,1
07,17,2013,0
07,17,2014,1
07,17,2015,0
07,17,2016,1
07,17,2017,1
07,17,2018,2
07,17,2019,0
07,17,2020,0
07,17,2021,1
07,17,2022,2
07,17,2023,1
07,18,2000,1
07,18,2001,0
07,18,2002,0
07,18,2003,0
07,18,2004,0
07,18,2005,1
07,18,2006,0
07,18,2007,1
07,18,2008,2
07,18,2009,0
07,18,2010,0
07,18,2011,1
07,18,2012,0
07,18,2013,0
07,18,2014,0
07,18,2015,0
07,18,2016,1
07,18,2017,0
07,18,2018,1
07,18,2019,1
07,18,2020,1
07,18,2021,0
07,18,2022,0
07,18,2023,0
07,19,2000,1
07,19,2001,0
07,19,2002,0
07,19,2003,1
07,19,2004,0
07,19,2005,0
07,19,2006,3
07,19,2007,1
07,19,2008,3
07,19,2009,1
07,19,2010,1
07,19,2011,0
07,19,2012,2
07,19,2013,2
07,19,2014,0
07,19,2015,2
07,19,2016,1
07,19,2017,0
07,19,2018,1
07,19,2019,1
07,19,2020,0
07,19,2021,0
07,19,2022,0
07,19,2023,0
08,0,2000,13
08,0,2001,8
08,0,2002,3
08,0,2003,7
08,0,2004,4
08,0,2005,7
08,0,2006,7
08,0,2007,13
08,0,2008,5
08,0,2009,4
08,0,2010,6
08,0,2011,9
08,0,2012,5
08,0,2013,5
08,0,2014,7
08,0,2015,6
08,0,2016,5
08,0,2017,16
08,0,2018,2
08,0,2019,7
08,0,2020,6
08,0,2021,5
08,0,2022,2
08,0,2023,8
08,1,2000,0
08,1,2001,0
08,1,2002,2
08,1,2003,3
08,1,2004,5
08,1,2005,1
08,1,2006,1
08,1,2007,1
08,1,2008,2
08,1,2009,1
08,1,2010,4
08,1,2011,3
08,1,2012,1
08,1,2013,2
08,1,2014,0
08,1,2015,1
08,1,2016,2
08,1,2017,0
08,1,2018,0
08,1,2019,0
08,1,2020,0
08,1,2021,1
08,1,2022,1
08,1,2023,2
08,2,2000,0
08,2,2001,0
08,2,2002,0
08,2,2003,0
08,2,2004,0
08,2,2005,0
08,2,2006,1
08,2,2007,1
08,2,2008,0
08,2,2009,1
08,2,2010,0
08,2,2011,0
08,2,2012,0
08,2,2013,0
08,2,2014,0
08,2,2015,0
08,2,2016,2
08,2,2017,0
08,2,2018,1
08,2,2019,0
08,2,2020,0
08,2,2021,1
08,2,2022,0
08,2,2023,0
08,3,2000,0
08,3,2001,2
08,3,2002,1
08,3,2003,0
08,3,2004,0
08,3,2005,1
08,3,2006,0
08,3,2007,0
08,3,2008,0
08,3,2009,0
08,3,2010,0
08,3,2011,0
08,3,2012,0
08,3,2013,1
08,3,2014,1
08,3,2015,1
08,3,2016,1
08,3,2017,1
08,3,2018,1
08,3,2019,0
08,3,2020,0
08,3,2021,0
08,3,2022,0
08,3,2023,0
08,4,2000,0
08,4,2001,1
08,4,2002,0
08,4,2003,0
08,4,2004,0
08,4,2005,0
08,4,2006,1
08,4,2007,0
08,4,2008,0
08,4,2009,1
08,4,2010,0
08,4,2011,0
08,4,2012,1
08,4,2013,0
08,4,2014,0
08,4,2015,0
08,4,2016,0
08,4,2017,0
08,4,2018,0
08,4,2019,1
08,4,2020,0
08,4,2021,0
08,4,2022,0
08,4,2023,0
08,5,2000,0
08,5,2001,1
08,5,2002,0
08,5,2003,0
08,5,2004,0
08,5,2005,0
08,5,2006,1
08,5,2007,0
08,5,2008,2
08,5,2009,0
08,5,2010,0
08,5,2011,0
08,5,2012,0
08,5,2013,1
08,5,2014,0
08,5,2015,0
08,5,2016,0
08,5,2017,0
08,5,2018,0
08,5,2019,0
08,5,2020,0
08,5,2021,1
08,5,2022,0
08,5,2023,0
08,6,2000,1
08,6,2001,1
08,6,2002,0
08,6,2003,0
08,6,2004,0
08,6,2005,0
08,6,2006,0
08,6,2007,0
08,6,2008,0
08,6,2009,0
08,6,2010,0
08,6,2011,0
08,6,2012,0
08,6,2013,2
08,6,2014,0
08,6,2015,0
08,6,2016,0
08,6,2017,0
08,6,2018,0
08,6,2019,0
08,6,2020,0
08,6,2021,0
08,6,2022,0
08,6,2023,0
08,7,2000,0
08,7,2001,0
08,7,2002,0
08,7,2003,0
08,7,2004,0
08,7,2005,0
08,7,2006,0
08,7,2007,1
08,7,2008,0
08,7,2009,0
08,7,2010,0
08,7,2011,0
08,7,2012,0
08,7,2013,0
08,7,2014,1
08,7,2015,1
08,7,2016,0
08,7,2017,0
08,7,2018,0
08,7,2019,0
08,7,2020,1
08,7,2021,0
08,7,2022,0
08,7,2023,0
08,8,2000,0
08,8,2001,1
08,8,2002,1
08,8,2003,3
08,8,2004,0
08,8,2005,0
08,8,2006,0
08,8,2007,0
08,8,2008,0
08,8,2009,0
08,8,2010,1
08,8,2011,1
08,8,2012,0
08,8,2013,1
08,8,2014,0
08,8,2015,0
08,8,2016,0
08,8,2017,0
08,8,2018,0
08,8,2019,0
08,8,2020,0
08,8,2021,1
08,8,2022,0
08,8,2023,1
08,9,2000,0
08,9,2001,0
08,9,2002,0
