Region,Age,Year,Total_Population
19,18,2005,3399
19,18,2006,3425
19,18,2007,3503
19,18,2008,3786
19,18,2009,3742
19,18,2010,3709
19,18,2011,3529
19,18,2012,3450
19,18,2013,3195
19,18,2014,2959
19,18,2015,2848
19,18,2016,3049
19,18,2017,3095
19,18,2018,3128
19,18,2019,3049
19,18,2020,3117
19,18,2021,3237
19,18,2022,3232
19,18,2023,3314
19,19,1968,4257
19,19,1969,4083
19,19,1970,3756
19,19,1971,3767
19,19,1972,3654
19,19,1973,3412
19,19,1974,3587
19,19,1975,3554
19,19,1976,3583
19,19,1977,3587
19,19,1978,3501
19,19,1979,3400
19,19,1980,3699
19,19,1981,3655
19,19,1982,3902
19,19,1983,4090
19,19,1984,4125
19,19,1985,4103
19,19,1986,4051
19,19,1987,3807
19,19,1988,3541
19,19,1989,3500
19,19,1990,3691
19,19,1991,3634
19,19,1992,3457
19,19,1993,3604
19,19,1994,3325
19,19,1995,3161
19,19,1996,2885
19,19,1997,2810
19,19,1998,2928
19,19,1999,2859
19,19,2000,2926
19,19,2001,2863
19,19,2002,2874
19,19,2003,3017
19,19,2004,3199
19,19,2005,3309
19,19,2006,3147
19,19,2007,3374
19,19,2008,3484
19,19,2009,3715
19,19,2010,3675
19,19,2011,3685
19,19,2012,3504
19,19,2013,3446
19,19,2014,3156
19,19,2015,2955
19,19,2016,2848
19,19,2017,3019
19,19,2018,3112
19,19,2019,3088
19,19,2020,2978
19,19,2021,3046
19,19,2022,3144
19,19,2023,3141
20,17,1968,3986
20,17,1969,3900
20,17,1970,4006
20,17,1971,3877
20,17,1972,3948
20,17,1973,3921
20,17,1974,3895
20,17,1975,3779
20,17,1976,3777
20,17,1977,3792
20,17,1978,3665
20,17,1979,3831
20,17,1980,3965
20,17,1981,4412
20,17,1982,4196
20,17,1983,4194
20,17,1984,4253
20,17,1985,3948
20,17,1986,3626
20,17,1987,3569
20,17,1988,3850
20,17,1989,3843
20,17,1990,3761
20,17,1991,3823
20,17,1992,3540
20,17,1993,3640
20,17,1994,3431
20,17,1995,3306
20,17,1996,3457
20,17,1997,3608
20,17,1998,3423
20,17,1999,3395
20,17,2000,3267
20,17,2001,3446
20,17,2002,3681
20,17,2003,3728
20,17,2004,3787
20,17,2005,3986
20,17,2006,4083
20,17,2007,4281
20,17,2008,4325
20,17,2009,4194
20,17,2010,3790
20,17,2011,3614
20,17,2012,3343
20,17,2013,3251
20,17,2014,2959
20,17,2015,3022
20,17,2016,3058
20,17,2017,3143
20,17,2018,3004
20,17,2019,3132
20,17,2020,3177
20,17,2021,3278
20,17,2022,3274
20,17,2023,3272
20,18,1968,4166
20,18,1969,3963
20,18,1970,3897
20,18,1971,3981
20,18,1972,3849
20,18,1973,3927
20,18,1974,3895
20,18,1975,3899
20,18,1976,3802
20,18,1977,3729
20,18,1978,3783
20,18,1979,3628
20,18,1980,3798
20,18,1981,3918
20,18,1982,4374
20,18,1983,4149
20,18,1984,4144
20,18,1985,4190
20,18,1986,3888
20,18,1987,3591
20,18,1988,3546
20,18,1989,3842
20,18,1990,3862
20,18,1991,3747
20,18,1992,3803
20,18,1993,3532
20,18,1994,3642
20,18,1995,3407
20,18,1996,3297
20,18,1997,3422
20,18,1998,3583
20,18,1999,3402
20,18,2000,3383
20,18,2001,3262
20,18,2002,3450
20,18,2003,3701
20,18,2004,3731
20,18,2005,3791
20,18,2006,4001
20,18,2007,4099
20,18,2008,4292
20,18,2009,4320
20,18,2010,4213
20,18,2011,3817
20,18,2012,3624
20,18,2013,3378
20,18,2014,3301
20,18,2015,3040
20,18,2016,3107
20,18,2017,3180
20,18,2018,3188
20,18,2019,3016
20,18,2020,3129
20,18,2021,3195
20,18,2022,3280
20,18,2023,3278
20,19,1968,4418
20,19,1969,4114
20,19,1970,3898
20,19,1971,3836
20,19,1972,3961
20,19,1973,3818
20,19,1974,3877
20,19,1975,3895
20,19,1976,3873
20,19,1977,3755
20,19,1978,3688
20,19,1979,3750
20,19,1980,3612
20,19,1981,3697
20,19,1982,3865
20,19,1983,4301
20,19,1984,4062
20,19,1985,4017
20,19,1986,4078
20,19,1987,3850
20,19,1988,3560
20,19,1989,3514
20,19,1990,3809
20,19,1991,3768
20,19,1992,3671
20,19,1993,3756
20,19,1994,3477
20,19,1995,3552
20,19,1996,3319
20,19,1997,3167
20,19,1998,3273
20,19,1999,3443
20,19,2000,3213
20,19,2001,3252
20,19,2002,3170
20,19,2003,3336
20,19,2004,3529
20,19,2005,3603
20,19,2006,3708
20,19,2007,3834
20,19,2008,3925
20,19,2009,4186
20,19,2010,4159
20,19,2011,4010
20,19,2012,3605
20,19,2013,3485
20,19,2014,3216
20,19,2015,3174
20,19,2016,2946
20,19,2017,2997
20,19,2018,3113
20,19,2019,3086
20,19,2020,2860
20,19,2021,3006
20,19,2022,3049
20,19,2023,3124
21,17,1968,4114
21,17,1969,3962
21,17,1970,4135
21,17,1971,3978
21,17,1972,4019
21,17,1973,3966
21,17,1974,3966
21,17,1975,3789
21,17,1976,3876
21,17,1977,3787
21,17,1978,3862
21,17,1979,4009
21,17,1980,4109
21,17,1981,4424
21,17,1982,4387
21,17,1983,4365
21,17,1984,4341
21,17,1985,3953
21,17,1986,3749
21,17,1987,3757
21,17,1988,3936
21,17,1989,3934
21,17,1990,3826
21,17,1991,3766
21,17,1992,3585
21,17,1993,3299
21,17,1994,3185
21,17,1995,3071
21,17,1996,3126
21,17,1997,3212
21,17,1998,3178
21,17,1999,3121
21,17,2000,3143
21,17,2001,3199
21,17,2002,3337
21,17,2003,3502
21,17,2004,3541
21,17,2005,3844
21,17,2006,3955
21,17,2007,4137
21,17,2008,4205
21,17,2009,4066
21,17,2010,3801
21,17,2011,3549
21,17,2012,3249
21,17,2013,3133
21,17,2014,3023
21,17,2015,3055
21,17,2016,2994
21,17,2017,3157
21,17,2018,3068
21,17,2019,3216
21,17,2020,3297
21,17,2021,3350
21,17,2022,3232
21,17,2023,3338
21,18,1968,4384
21,18,1969,4065
21,18,1970,3972
21,18,1971,4101
21,18,1972,3978
21,18,1973,3987
21,18,1974,3967
21,18,1975,3949
21,18,1976,3772
21,18,1977,3859
21,18,1978,3745
21,18,1979,3855
21,18,1980,3986
21,18,1981,4080
21,18,1982,4426
21,18,1983,4363
21,18,1984,4339
21,18,1985,4294
21,18,1986,3933
21,18,1987,3720
21,18,1988,3765
21,18,1989,3939
21,18,1990,3906
21,18,1991,3827
21,18,1992,3776
21,18,1993,3588
21,18,1994,3327
21,18,1995,3185
21,18,1996,3068
21,18,1997,3126
21,18,1998,3203
21,18,1999,3182
21,18,2000,3126
21,18,2001,3151
21,18,2002,3214
21,18,2003,3353
21,18,2004,3528
21,18,2005,3532
21,18,2006,3866
21,18,2007,4004
21,18,2008,4202
21,18,2009,4262
21,18,2010,4124
21,18,2011,3813
21,18,2012,3585
21,18,2013,3339
21,18,2014,3214
21,18,2015,3104
21,18,2016,3183
21,18,2017,3069
21,18,2018,3217
21,18,2019,3094
21,18,2020,3237
21,18,2021,3293
21,18,2022,3362
21,18,2023,3216
21,19,1968,4629
21,19,1969,4300
21,19,1970,4040
21,19,1971,3921
21,19,1972,4052
21,19,1973,3923
21,19,1974,3941
21,19,1975,3930
21,19,1976,3895
21,19,1977,3731
21,19,1978,3828
21,19,1979,3699
21,19,1980,3820
21,19,1981,3928
21,19,1982,4047
21,19,1983,4345
21,19,1984,4266
21,19,1985,4216
21,19,1986,4224
21,19,1987,3867
21,19,1988,3675
21,19,1989,3750
21,19,1990,3895
21,19,1991,3871
21,19,1992,3789
21,19,1993,3719
21,19,1994,3544
21,19,1995,3284
21,19,1996,3125
21,19,1997,3000
21,19,1998,3066
21,19,1999,3180
21,19,2000,3121
21,19,2001,3074
21,19,2002,3043
21,19,2003,3147
21,19,2004,3292
21,19,2005,3434
21,19,2006,3412
21,19,2007,3755
21,19,2008,3899
21,19,2009,4128
21,19,2010,4177
21,19,2011,4025
21,19,2012,3659
21,19,2013,3511
21,19,2014,3280
21,19,2015,3164
21,19,2016,3076
21,19,2017,3123
21,19,2018,3098
21,19,2019,3151
21,19,2020,3036
21,19,2021,3152
21,19,2022,3185
21,19,2023,3268
22,17,1968,3800
22,17,1969,3923
22,17,1970,3901
22,17,1971,3767
22,17,1972,3691
22,17,1973,3803
22,17,1974,3629
22,17,1975,3577
22,17,1976,3474
22,17,1977,3377
22,17,1978,3306
22,17,1979,3368
22,17,1980,3723
22,17,1981,3939
22,17,1982,3939
22,17,1983,4046
22,17,1984,3931
22,17,1985,3673
22,17,1986,3497
22,17,1987,3456
22,17,1988,3529
22,17,1989,3550
22,17,1990,3463
22,17,1991,3465
22,17,1992,3345
22,17,1993,3122
22,17,1994,3091
22,17,1995,2951
22,17,1996,3030
22,17,1997,3028
22,17,1998,2933
22,17,1999,2886
22,17,2000,2748
22,17,2001,2882
22,17,2002,2967
22,17,2003,3025
22,17,2004,3082
22,17,2005,3220
22,17,2006,3465
22,17,2007,3519
22,17,2008,3506
22,17,2009,3384
22,17,2010,3121
22,17,2011,3086
22,17,2012,2846
22,17,2013,2647
22,17,2014,2554
22,17,2015,2537
22,17,2016,2649
22,17,2017,2629
22,17,2018,2687
22,17,2019,2805
22,17,2020,2847
22,17,2021,2943
22,17,2022,2787
22,17,2023,2859
22,18,1968,4008
22,18,1969,3709
22,18,1970,3889
22,18,1971,3881
22,18,1972,3723
22,18,1973,3649
22,18,1974,3749
22,18,1975,3610
22,18,1976,3518
22,18,1977,3439
22,18,1978,3346
22,18,1979,3285
22,18,1980,3352
22,18,1981,3706
22,18,1982,3935
22,18,1983,3927
22,18,1984,4013
22,18,1985,3899
22,18,1986,3665
22,18,1987,3474
22,18,1988,3437
22,18,1989,3516
22,18,1990,3561
22,18,1991,3462
22,18,1992,3469
22,18,1993,3359
22,18,1994,3117
22,18,1995,3077
22,18,1996,2952
22,18,1997,3014
22,18,1998,3021
22,18,1999,2903
22,18,2000,2865
22,18,2001,2761
22,18,2002,2889
22,18,2003,2979
22,18,2004,3032
22,18,2005,3068
22,18,2006,3250
22,18,2007,3474
22,18,2008,3522
22,18,2009,3514
22,18,2010,3388
22,18,2011,3131
22,18,2012,3125
22,18,2013,2865
22,18,2014,2686
22,18,2015,2614
22,18,2016,2644
22,18,2017,2802
22,18,2018,2675
22,18,2019,2703
22,18,2020,2809
22,18,2021,2853
22,18,2022,2949
22,18,2023,2776
22,19,1968,4242
22,19,1969,3874
22,19,1970,3671
22,19,1971,3837
22,19,1972,3817
22,19,1973,3611
22,19,1974,3569
22,19,1975,3663
22,19,1976,3572
22,19,1977,3472
22,19,1978,3402
22,19,1979,3296
22,19,1980,3285
22,19,1981,3302
22,19,1982,3653
22,19,1983,3886
22,19,1984,3851
22,19,1985,3937
22,19,1986,3848
22,19,1987,3602
22,19,1988,3428
22,19,1989,3432
22,19,1990,3493
22,19,1991,3518
22,19,1992,3465
22,19,1993,3486
22,19,1994,3324
22,19,1995,3088
22,19,1996,3017
22,19,1997,2947
22,19,1998,2880
22,19,1999,2975
22,19,2000,2800
22,19,2001,2754
22,19,2002,2629
22,19,2003,2827
22,19,2004,2909
22,19,2005,2974
22,19,2006,3024
22,19,2007,3169
22,19,2008,3346
22,19,2009,3411
22,19,2010,3408
22,19,2011,3249
22,19,2012,3022
22,19,2013,3015
22,19,2014,2814
22,19,2015,2623
22,19,2016,2577
22,19,2017,2575
22,19,2018,2734
22,19,2019,2595
22,19,2020,2571
22,19,2021,2676
22,19,2022,2721
22,19,2023,2827
23,17,1968,2024
23,17,1969,1974
23,17,1970,1978
23,17,1971,1985
23,17,1972,1947
23,17,1973,1851
23,17,1974,1841
23,17,1975,1763
23,17,1976,1781
23,17,1977,1716
23,17,1978,1739
23,17,1979,1771
23,17,1980,1821
23,17,1981,2024
23,17,1982,2029
23,17,1983,2004
23,17,1984,1912
23,17,1985,1755
23,17,1986,1660
23,17,1987,1701
23,17,1988,1732
23,17,1989,1814
23,17,1990,1725
23,17,1991,1803
23,17,1992,1638
23,17,1993,1570
23,17,1994,1525
23,17,1995,1538
23,17,1996,1602
23,17,1997,1500
23,17,1998,1466
23,17,1999,1523
23,17,2000,1519
23,17,2001,1549
23,17,2002,1615
23,17,2003,1755
23,17,2004,1681
23,17,2005,1800
23,17,2006,1765
23,17,2007,1942
23,17,2008,1925
23,17,2009,1742
23,17,2010,1725
23,17,2011,1628
23,17,2012,1475
23,17,2013,1351
23,17,2014,1339
23,17,2015,1219
23,17,2016,1337
23,17,2017,1306
23,17,2018,1329
23,17,2019,1367
23,17,2020,1454
23,17,2021,1469
23,17,2022,1471
23,17,2023,1509
23,18,1968,2156
23,18,1969,1911
23,18,1970,1893
23,18,1971,1972
23,18,1972,1951
23,18,1973,1917
23,18,1974,1812
23,18,1975,1827
23,18,1976,1739
23,18,1977,1797
23,18,1978,1705
23,18,1979,1725
23,18,1980,1744
23,18,1981,1826
23,18,1982,2015
23,18,1983,2025
23,18,1984,1991
23,18,1985,1903
23,18,1986,1727
23,18,1987,1649
23,18,1988,1704
23,18,1989,1746
23,18,1990,1817
23,18,1991,1738
23,18,1992,1789
23,18,1993,1655
23,18,1994,1574
23,18,1995,1527
23,18,1996,1530
23,18,1997,1595
23,18,1998,1489
23,18,1999,1470
23,18,2000,1523
23,18,2001,1522
23,18,2002,1545
23,18,2003,1602
23,18,2004,1754
23,18,2005,1674
23,18,2006,1803
23,18,2007,1775
23,18,2008,1950
23,18,2009,1924
23,18,2010,1751
23,18,2011,1728
23,18,2012,1633
23,18,2013,1495
23,18,2014,1367
23,18,2015,1337
23,18,2016,1255
23,18,2017,1402
23,18,2018,1332
23,18,2019,1340
23,18,2020,1369
23,18,2021,1455
23,18,2022,1484
23,18,2023,1472
23,19,1968,2118
23,19,1969,1998
23,19,1970,1807
23,19,1971,1871
23,19,1972,1926
23,19,1973,1928
23,19,1974,1857
23,19,1975,1798
23,19,1976,1815
23,19,1977,1697
23,19,1978,1766
23,19,1979,1693
23,19,1980,1710
23,19,1981,1724
23,19,1982,1823
23,19,1983,2013
23,19,1984,2015
23,19,1985,1942
23,19,1986,1889
23,19,1987,1711
23,19,1988,1639
23,19,1989,1707
23,19,1990,1772
23,19,1991,1849
23,19,1992,1744
23,19,1993,1799
23,19,1994,1676
23,19,1995,1564
23,19,1996,1514
23,19,1997,1519
23,19,1998,1602
23,19,1999,1447
23,19,2000,1471
23,19,2001,1493
23,19,2002,1470
23,19,2003,1510
23,19,2004,1582
23,19,2005,1726
23,19,2006,1642
23,19,2007,1801
23,19,2008,1762
23,19,2009,1929
23,19,2010,1909
23,19,2011,1734
23,19,2012,1709
23,19,2013,1627
23,19,2014,1514
23,19,2015,1365
23,19,2016,1384
23,19,2017,1273
23,19,2018,1420
23,19,2019,1339
23,19,2020,1339
23,19,2021,1396
23,19,2022,1464
23,19,2023,1484
24,17,1968,3718
24,17,1969,3625
24,17,1970,3610
24,17,1971,3488
24,17,1972,3609
24,17,1973,3560
24,17,1974,3432
24,17,1975,3379
24,17,1976,3366
24,17,1977,3265
24,17,1978,3218
24,17,1979,3217
24,17,1980,3389
24,17,1981,3596
24,17,1982,3576
24,17,1983,3648
24,17,1984,3606
24,17,1985,3454
24,17,1986,3222
24,17,1987,3158
24,17,1988,3247
24,17,1989,3297
24,17,1990,3379
24,17,1991,3517
24,17,1992,3334
24,17,1993,3059
24,17,1994,3184
24,17,1995,3151
24,17,1996,3172
24,17,1997,3253
24,17,1998,3192
24,17,1999,3148
24,17,2000,3135
24,17,2001,3086
24,17,2002,3305
24,17,2003,3308
24,17,2004,3331
24,17,2005,3544
24,17,2006,3670
24,17,2007,3756
24,17,2008,3982
24,17,2009,3831
24,17,2010,3516
24,17,2011,3390
24,17,2012,3157
24,17,2013,2886
24,17,2014,2889
24,17,2015,2695
24,17,2016,2722
24,17,2017,2787
24,17,2018,2810
24,17,2019,2862
24,17,2020,2897
24,17,2021,2887
24,17,2022,2899
24,17,2023,3075
24,18,1968,3772
24,18,1969,3609
24,18,1970,3536
24,18,1971,3543
24,18,1972,3448
24,18,1973,3541
24,18,1974,3542
24,18,1975,3394
24,18,1976,3393
24,18,1977,3351
24,18,1978,3272
24,18,1979,3203
24,18,1980,3237
24,18,1981,3375
24,18,1982,3602
24,18,1983,3566
24,18,1984,3644
24,18,1985,3583
24,18,1986,3440
24,18,1987,3213
24,18,1988,3178
24,18,1989,3266
24,18,1990,3302
24,18,1991,3390
24,18,1992,3536
24,18,1993,3334
24,18,1994,3080
24,18,1995,3183
24,18,1996,3144
24,18,1997,3185
24,18,1998,3268
24,18,1999,3199
24,18,2000,3143
24,18,2001,3137
24,18,2002,3095
24,18,2003,3310
24,18,2004,3330
24,18,2005,3349
24,18,2006,3567
24,18,2007,3699
24,18,2008,3770
24,18,2009,4007
24,18,2010,3836
24,18,2011,3529
24,18,2012,3394
24,18,2013,3190
24,18,2014,2921
24,18,2015,2913
24,18,2016,2766
24,18,2017,2933
24,18,2018,2854
24,18,2019,2849
24,18,2020,2894
24,18,2021,2921
24,18,2022,2913
24,18,2023,2911
24,19,1968,3957
24,19,1969,3667
24,19,1970,3536
24,19,1971,3457
24,19,1972,3499
24,19,1973,3369
24,19,1974,3449
24,19,1975,3512
24,19,1976,3373
24,19,1977,3354
24,19,1978,3323
24,19,1979,3271
24,19,1980,3201
24,19,1981,3186
24,19,1982,3349
24,19,1983,3578
24,19,1984,3528
24,19,1985,3602
24,19,1986,3565
24,19,1987,3422
24,19,1988,3241
24,19,1989,3242
24,19,1990,3302
24,19,1991,3358
24,19,1992,3440
24,19,1993,3623
24,19,1994,3424
24,19,1995,3223
24,19,1996,3314
24,19,1997,3262
24,19,1998,3303
24,19,1999,3390
24,19,2000,3260
24,19,2001,3225
24,19,2002,3277
24,19,2003,3215
24,19,2004,3431
24,19,2005,3477
24,19,2006,3456
24,19,2007,3667
24,19,2008,3843
24,19,2009,3929
24,19,2010,4218
24,19,2011,4020
24,19,2012,3696
24,19,2013,3525
24,19,2014,3327
24,19,2015,3069
24,19,2016,3091
24,19,2017,2954
24,19,2018,3219
24,19,2019,3135
24,19,2020,3132
24,19,2021,3136
24,19,2022,3123
24,19,2023,3123
25,17,1968,4396
25,17,1969,4290
25,17,1970,4306
25,17,1971,4081
25,17,1972,4132
25,17,1973,4148
25,17,1974,4147
25,17,1975,4089
25,17,1976,4096
25,17,1977,3909
25,17,1978,3888
25,17,1979,4005
25,17,1980,4011
25,17,1981,4260
25,17,1982,4328
25,17,1983,4353
25,17,1984,4157
25,17,1985,3963
25,17,1986,3649
25,17,1987,3683
25,17,1988,3713
25,17,1989,3785
25,17,1990,3618
25,17,1991,3664
25,17,1992,3521
25,17,1993,3213
25,17,1994,3213
25,17,1995,3090
25,17,1996,3046
25,17,1997,3230
25,17,1998,3118
25,17,1999,3068
25,17,2000,2956
25,17,2001,2995
25,17,2002,3159
25,17,2003,3172
25,17,2004,3343
25,17,2005,3450
25,17,2006,3643
25,17,2007,3693
25,17,2008,3778
25,17,2009,3528
25,17,2010,3310
25,17,2011,3158
25,17,2012,2869
25,17,2013,2759
25,17,2014,2632
25,17,2015,2612
25,17,2016,2618
25,17,2017,2746
25,17,2018,2655
25,17,2019,2535
25,17,2020,2593
25,17,2021,2658
25,17,2022,2591
25,17,2023,2715
25,18,1968,4520
25,18,1969,4210
25,18,1970,4162
25,18,1971,4244
25,18,1972,4011
25,18,1973,4057
25,18,1974,4068
25,18,1975,4065
25,18,1976,4057
25,18,1977,4038
25,18,1978,3850
25,18,1979,3846
25,18,1980,3923
25,18,1981,3963
25,18,1982,4207
25,18,1983,4288
25,18,1984,4311
25,18,1985,4092
25,18,1986,3909
25,18,1987,3626
25,18,1988,3667
25,18,1989,3703
25,18,1990,3753
25,18,1991,3609
25,18,1992,3681
25,18,1993,3506
25,18,1994,3207
25,18,1995,3203
25,18,1996,3068
25,18,1997,3023
25,18,1998,3214
25,18,1999,3101
25,18,2000,3068
25,18,2001,2934
25,18,2002,3005
25,18,2003,3152
25,18,2004,3158
25,18,2005,3351
25,18,2006,3454
25,18,2007,3635
25,18,2008,3691
25,18,2009,3770
25,18,2010,3515
25,18,2011,3297
25,18,2012,3179
25,18,2013,2876
25,18,2014,2767
25,18,2015,2648
25,18,2016,2662
25,18,2017,2843
25,18,2018,2792
25,18,2019,2676
25,18,2020,2538
25,18,2021,2611
25,18,2022,2660
25,18,2023,2596
25,19,1968,4570
25,19,1969,4257
25,19,1970,4069
25,19,1971,4059
25,19,1972,4155
25,19,1973,3929
25,19,1974,3973
25,19,1975,4072
25,19,1976,4054
25,19,1977,3998
25,19,1978,4003
25,19,1979,3840
25,19,1980,3782
25,19,1981,3860
25,19,1982,3883
25,19,1983,4130
25,19,1984,4239
25,19,1985,4193
25,19,1986,4005
25,19,1987,3827
25,19,1988,3587
25,19,1989,3603
25,19,1990,3637
25,19,1991,3708
25,19,1992,3600
25,19,1993,3687
25,19,1994,3437
25,19,1995,3166
25,19,1996,3169
25,19,1997,3024
25,19,1998,2975
25,19,1999,3102
25,19,2000,3098
25,19,2001,3003
25,19,2002,2904
25,19,2003,2984
25,19,2004,3109
25,19,2005,3185
25,19,2006,3360
25,19,2007,3470
25,19,2008,3641
25,19,2009,3718
25,19,2010,3773
25,19,2011,3556
25,19,2012,3387
25,19,2013,3261
25,19,2014,2964
25,19,2015,2828
25,19,2016,2777
25,19,2017,2824
25,19,2018,3023
25,19,2019,2877
25,19,2020,2810
25,19,2021,2642
25,19,2022,2655
25,19,2023,2694
