Region_Code;Region_Name;Age;Year;Total_Migrations
1;Stockholms Län;0;1997;287
1;Stockholms Län;0;1998;366
1;Stockholms Län;0;1999;333
1;Stockholms Län;0;2000;388
1;Stockholms Län;0;2001;346
1;Stockholms Län;0;2002;385
1;Stockholms Län;0;2003;337
1;Stockholms Län;0;2004;383
1;Stockholms Län;0;2005;406
1;Stockholms Län;0;2006;473
1;Stockholms Län;0;2007;426
1;Stockholms Län;0;2008;397
1;Stockholms Län;0;2009;418
1;Stockholms Län;0;2010;437
1;Stockholms Län;0;2011;402
1;Stockholms Län;0;2012;463
1;Stockholms Län;0;2013;467
1;Stockholms Län;0;2014;576
1;Stockholms Län;0;2015;591
1;Stockholms Län;0;2016;656
1;Stockholms Län;0;2017;695
1;Stockholms Län;0;2018;652
1;Stockholms Län;0;2019;576
1;Stockholms Län;0;2020;482
1;Stockholms Län;0;2021;448
1;Stockholms Län;0;2022;463
1;Stockholms Län;0;2023;482
1;Stockholms Län;1;1997;699
1;Stockholms Län;1;1998;674
1;Stockholms Län;1;1999;677
1;Stockholms Län;1;2000;697
1;Stockholms Län;1;2001;753
1;Stockholms Län;1;2002;702
1;Stockholms Län;1;2003;735
1;Stockholms Län;1;2004;808
1;Stockholms Län;1;2005;815
1;Stockholms Län;1;2006;924
1;Stockholms Län;1;2007;909
1;Stockholms Län;1;2008;983
1;Stockholms Län;1;2009;908
1;Stockholms Län;1;2010;956
1;Stockholms Län;1;2011;1018
1;Stockholms Län;1;2012;913
1;Stockholms Län;1;2013;937
1;Stockholms Län;1;2014;920
1;Stockholms Län;1;2015;1054
1;Stockholms Län;1;2016;1132
1;Stockholms Län;1;2017;1342
1;Stockholms Län;1;2018;1329
1;Stockholms Län;1;2019;1200
1;Stockholms Län;1;2020;962
1;Stockholms Län;1;2021;1011
1;Stockholms Län;1;2022;1042
1;Stockholms Län;1;2023;905
1;Stockholms Län;2;1997;615
1;Stockholms Län;2;1998;595
1;Stockholms Län;2;1999;551
1;Stockholms Län;2;2000;574
1;Stockholms Län;2;2001;532
1;Stockholms Län;2;2002;494
1;Stockholms Län;2;2003;488
1;Stockholms Län;2;2004;548
1;Stockholms Län;2;2005;615
1;Stockholms Län;2;2006;708
1;Stockholms Län;2;2007;763
1;Stockholms Län;2;2008;747
1;Stockholms Län;2;2009;790
1;Stockholms Län;2;2010;836
1;Stockholms Län;2;2011;910
1;Stockholms Län;2;2012;858
1;Stockholms Län;2;2013;857
1;Stockholms Län;2;2014;848
1;Stockholms Län;2;2015;865
1;Stockholms Län;2;2016;890
1;Stockholms Län;2;2017;1062
1;Stockholms Län;2;2018;1079
1;Stockholms Län;2;2019;969
1;Stockholms Län;2;2020;765
1;Stockholms Län;2;2021;912
1;Stockholms Län;2;2022;892
1;Stockholms Län;2;2023;731
1;Stockholms Län;3;1997;597
1;Stockholms Län;3;1998;538
1;Stockholms Län;3;1999;562
1;Stockholms Län;3;2000;493
1;Stockholms Län;3;2001;475
1;Stockholms Län;3;2002;444
1;Stockholms Län;3;2003;440
1;Stockholms Län;3;2004;400
1;Stockholms Län;3;2005;455
1;Stockholms Län;3;2006;620
1;Stockholms Län;3;2007;660
1;Stockholms Län;3;2008;692
1;Stockholms Län;3;2009;670
1;Stockholms Län;3;2010;653
1;Stockholms Län;3;2011;756
1;Stockholms Län;3;2012;737
1;Stockholms Län;3;2013;824
1;Stockholms Län;3;2014;739
1;Stockholms Län;3;2015;809
1;Stockholms Län;3;2016;833
1;Stockholms Län;3;2017;1060
1;Stockholms Län;3;2018;968
1;Stockholms Län;3;2019;890
1;Stockholms Län;3;2020;679
1;Stockholms Län;3;2021;747
1;Stockholms Län;3;2022;832
1;Stockholms Län;3;2023;724
1;Stockholms Län;4;1997;555
1;Stockholms Län;4;1998;546
1;Stockholms Län;4;1999;477
1;Stockholms Län;4;2000;505
1;Stockholms Län;4;2001;483
1;Stockholms Län;4;2002;453
1;Stockholms Län;4;2003;424
1;Stockholms Län;4;2004;423
1;Stockholms Län;4;2005;411
1;Stockholms Län;4;2006;547
1;Stockholms Län;4;2007;576
1;Stockholms Län;4;2008;614
1;Stockholms Län;4;2009;534
1;Stockholms Län;4;2010;631
1;Stockholms Län;4;2011;681
1;Stockholms Län;4;2012;665
1;Stockholms Län;4;2013;673
1;Stockholms Län;4;2014;750
1;Stockholms Län;4;2015;775
1;Stockholms Län;4;2016;799
1;Stockholms Län;4;2017;923
1;Stockholms Län;4;2018;930
1;Stockholms Län;4;2019;833
1;Stockholms Län;4;2020;642
1;Stockholms Län;4;2021;754
1;Stockholms Län;4;2022;760
1;Stockholms Län;4;2023;661
1;Stockholms Län;5;1997;566
1;Stockholms Län;5;1998;535
1;Stockholms Län;5;1999;515
1;Stockholms Län;5;2000;515
1;Stockholms Län;5;2001;447
1;Stockholms Län;5;2002;394
1;Stockholms Län;5;2003;392
1;Stockholms Län;5;2004;375
1;Stockholms Län;5;2005;429
1;Stockholms Län;5;2006;524
1;Stockholms Län;5;2007;582
1;Stockholms Län;5;2008;549
1;Stockholms Län;5;2009;595
1;Stockholms Län;5;2010;620
1;Stockholms Län;5;2011;665
1;Stockholms Län;5;2012;660
1;Stockholms Län;5;2013;698
1;Stockholms Län;5;2014;631
1;Stockholms Län;5;2015;666
1;Stockholms Län;5;2016;734
1;Stockholms Län;5;2017;898
1;Stockholms Län;5;2018;836
1;Stockholms Län;5;2019;818
1;Stockholms Län;5;2020;585
1;Stockholms Län;5;2021;699
1;Stockholms Län;5;2022;697
1;Stockholms Län;5;2023;616
1;Stockholms Län;6;1997;552
1;Stockholms Län;6;1998;526
1;Stockholms Län;6;1999;526
1;Stockholms Län;6;2000;473
1;Stockholms Län;6;2001;435
1;Stockholms Län;6;2002;407
1;Stockholms Län;6;2003;379
1;Stockholms Län;6;2004;389
1;Stockholms Län;6;2005;422
1;Stockholms Län;6;2006;550
1;Stockholms Län;6;2007;552
1;Stockholms Län;6;2008;507
1;Stockholms Län;6;2009;532
1;Stockholms Län;6;2010;535
1;Stockholms Län;6;2011;606
1;Stockholms Län;6;2012;635
1;Stockholms Län;6;2013;635
1;Stockholms Län;6;2014;693
1;Stockholms Län;6;2015;673
1;Stockholms Län;6;2016;737
1;Stockholms Län;6;2017;823
1;Stockholms Län;6;2018;863
1;Stockholms Län;6;2019;709
1;Stockholms Län;6;2020;544
1;Stockholms Län;6;2021;682
1;Stockholms Län;6;2022;689
1;Stockholms Län;6;2023;559
1;Stockholms Län;7;1997;503
1;Stockholms Län;7;1998;494
1;Stockholms Län;7;1999;477
1;Stockholms Län;7;2000;436
1;Stockholms Län;7;2001;417
1;Stockholms Län;7;2002;367
1;Stockholms Län;7;2003;358
1;Stockholms Län;7;2004;354
1;Stockholms Län;7;2005;361
1;Stockholms Län;7;2006;429
1;Stockholms Län;7;2007;518
1;Stockholms Län;7;2008;496
1;Stockholms Län;7;2009;547
1;Stockholms Län;7;2010;509
1;Stockholms Län;7;2011;537
1;Stockholms Län;7;2012;533
1;Stockholms Län;7;2013;559
1;Stockholms Län;7;2014;587
1;Stockholms Län;7;2015;612
1;Stockholms Län;7;2016;647
1;Stockholms Län;7;2017;822
1;Stockholms Län;7;2018;773
1;Stockholms Län;7;2019;785
1;Stockholms Län;7;2020;558
1;Stockholms Län;7;2021;577
1;Stockholms Län;7;2022;550
1;Stockholms Län;7;2023;471
1;Stockholms Län;8;1997;416
1;Stockholms Län;8;1998;481
1;Stockholms Län;8;1999;435
1;Stockholms Län;8;2000;450
1;Stockholms Län;8;2001;388
1;Stockholms Län;8;2002;386
1;Stockholms Län;8;2003;392
1;Stockholms Län;8;2004;338
1;Stockholms Län;8;2005;352
1;Stockholms Län;8;2006;443
1;Stockholms Län;8;2007;476
1;Stockholms Län;8;2008;457
1;Stockholms Län;8;2009;442
1;Stockholms Län;8;2010;428
1;Stockholms Län;8;2011;510
1;Stockholms Län;8;2012;513
1;Stockholms Län;8;2013;566
1;Stockholms Län;8;2014;543
1;Stockholms Län;8;2015;551
1;Stockholms Län;8;2016;602
1;Stockholms Län;8;2017;753
1;Stockholms Län;8;2018;742
1;Stockholms Län;8;2019;694
1;Stockholms Län;8;2020;456
1;Stockholms Län;8;2021;558
1;Stockholms Län;8;2022;596
1;Stockholms Län;8;2023;456
1;Stockholms Län;9;1997;427
1;Stockholms Län;9;1998;411
1;Stockholms Län;9;1999;408
1;Stockholms Län;9;2000;378
1;Stockholms Län;9;2001;386
1;Stockholms Län;9;2002;348
1;Stockholms Län;9;2003;366
1;Stockholms Län;9;2004;332
1;Stockholms Län;9;2005;340
1;Stockholms Län;9;2006;471
1;Stockholms Län;9;2007;466
1;Stockholms Län;9;2008;471
1;Stockholms Län;9;2009;473
1;Stockholms Län;9;2010;440
1;Stockholms Län;9;2011;488
1;Stockholms Län;9;2012;505
1;Stockholms Län;9;2013;511
1;Stockholms Län;9;2014;507
1;Stockholms Län;9;2015;532
1;Stockholms Län;9;2016;579
1;Stockholms Län;9;2017;736
1;Stockholms Län;9;2018;727
1;Stockholms Län;9;2019;702
1;Stockholms Län;9;2020;518
1;Stockholms Län;9;2021;559
1;Stockholms Län;9;2022;534
1;Stockholms Län;9;2023;461
1;Stockholms Län;10;1997;421
1;Stockholms Län;10;1998;408
1;Stockholms Län;10;1999;371
1;Stockholms Län;10;2000;418
1;Stockholms Län;10;2001;395
1;Stockholms Län;10;2002;387
1;Stockholms Län;10;2003;357
1;Stockholms Län;10;2004;341
1;Stockholms Län;10;2005;338
1;Stockholms Län;10;2006;445
1;Stockholms Län;10;2007;467
1;Stockholms Län;10;2008;426
1;Stockholms Län;10;2009;465
1;Stockholms Län;10;2010;433
1;Stockholms Län;10;2011;438
1;Stockholms Län;10;2012;496
1;Stockholms Län;10;2013;523
1;Stockholms Län;10;2014;501
1;Stockholms Län;10;2015;531
1;Stockholms Län;10;2016;540
1;Stockholms Län;10;2017;699
1;Stockholms Län;10;2018;787
1;Stockholms Län;10;2019;674
1;Stockholms Län;10;2020;337
1;Stockholms Län;10;2021;542
1;Stockholms Län;10;2022;538
1;Stockholms Län;10;2023;442
1;Stockholms Län;11;1997;382
1;Stockholms Län;11;1998;372
1;Stockholms Län;11;1999;402
1;Stockholms Län;11;2000;403
1;Stockholms Län;11;2001;403
1;Stockholms Län;11;2002;360
1;Stockholms Län;11;2003;364
1;Stockholms Län;11;2004;332
1;Stockholms Län;11;2005;384
1;Stockholms Län;11;2006;471
1;Stockholms Län;11;2007;479
1;Stockholms Län;11;2008;456
1;Stockholms Län;11;2009;439
1;Stockholms Län;11;2010;430
1;Stockholms Län;11;2011;466
1;Stockholms Län;11;2012;507
1;Stockholms Län;11;2013;520
1;Stockholms Län;11;2014;473
1;Stockholms Län;11;2015;501
1;Stockholms Län;11;2016;513
1;Stockholms Län;11;2017;679
1;Stockholms Län;11;2018;656
1;Stockholms Län;11;2019;661
1;Stockholms Län;11;2020;485
1;Stockholms Län;11;2021;509
1;Stockholms Län;11;2022;498
1;Stockholms Län;11;2023;395
1;Stockholms Län;12;1997;358
1;Stockholms Län;12;1998;378
1;Stockholms Län;12;1999;358
1;Stockholms Län;12;2000;404
1;Stockholms Län;12;2001;362
1;Stockholms Län;12;2002;377
1;Stockholms Län;12;2003;338
1;Stockholms Län;12;2004;361
1;Stockholms Län;12;2005;351
1;Stockholms Län;12;2006;474
1;Stockholms Län;12;2007;460
1;Stockholms Län;12;2008;428
1;Stockholms Län;12;2009;446
1;Stockholms Län;12;2010;440
1;Stockholms Län;12;2011;415
1;Stockholms Län;12;2012;516
1;Stockholms Län;12;2013;480
1;Stockholms Län;12;2014;468
1;Stockholms Län;12;2015;519
1;Stockholms Län;12;2016;517
1;Stockholms Län;12;2017;637
1;Stockholms Län;12;2018;604
1;Stockholms Län;12;2019;572
1;Stockholms Län;12;2020;465
1;Stockholms Län;12;2021;485
1;Stockholms Län;12;2022;488
1;Stockholms Län;12;2023;420
1;Stockholms Län;13;1997;368
1;Stockholms Län;13;1998;375
1;Stockholms Län;13;1999;367
1;Stockholms Län;13;2000;361
1;Stockholms Län;13;2001;381
1;Stockholms Län;13;2002;346
1;Stockholms Län;13;2003;335
1;Stockholms Län;13;2004;339
1;Stockholms Län;13;2005;367
1;Stockholms Län;13;2006;451
1;Stockholms Län;13;2007;455
1;Stockholms Län;13;2008;452
1;Stockholms Län;13;2009;466
1;Stockholms Län;13;2010;407
1;Stockholms Län;13;2011;443
1;Stockholms Län;13;2012;454
1;Stockholms Län;13;2013;519
1;Stockholms Län;13;2014;523
1;Stockholms Län;13;2015;502
1;Stockholms Län;13;2016;562
1;Stockholms Län;13;2017;618
1;Stockholms Län;13;2018;656
1;Stockholms Län;13;2019;584
1;Stockholms Län;13;2020;475
1;Stockholms Län;13;2021;502
1;Stockholms Län;13;2022;524
1;Stockholms Län;13;2023;439
1;Stockholms Län;14;1997;323
1;Stockholms Län;14;1998;334
1;Stockholms Län;14;1999;379
1;Stockholms Län;14;2000;351
1;Stockholms Län;14;2001;335
1;Stockholms Län;14;2002;333
1;Stockholms Län;14;2003;358
1;Stockholms Län;14;2004;332
1;Stockholms Län;14;2005;366
1;Stockholms Län;14;2006;460
1;Stockholms Län;14;2007;458
1;Stockholms Län;14;2008;457
1;Stockholms Län;14;2009;457
1;Stockholms Län;14;2010;447
1;Stockholms Län;14;2011;460
1;Stockholms Län;14;2012;483
1;Stockholms Län;14;2013;518
1;Stockholms Län;14;2014;484
1;Stockholms Län;14;2015;512
1;Stockholms Län;14;2016;511
1;Stockholms Län;14;2017;595
1;Stockholms Län;14;2018;620
1;Stockholms Län;14;2019;538
1;Stockholms Län;14;2020;408
1;Stockholms Län;14;2021;474
1;Stockholms Län;14;2022;430
1;Stockholms Län;14;2023;427
1;Stockholms Län;15;1997;294
1;Stockholms Län;15;1998;326
1;Stockholms Län;15;1999;306
1;Stockholms Län;15;2000;303
1;Stockholms Län;15;2001;332
1;Stockholms Län;15;2002;324
1;Stockholms Län;15;2003;321
1;Stockholms Län;15;2004;292
1;Stockholms Län;15;2005;350
1;Stockholms Län;15;2006;453
1;Stockholms Län;15;2007;448
1;Stockholms Län;15;2008;462
1;Stockholms Län;15;2009;495
1;Stockholms Län;15;2010;468
1;Stockholms Län;15;2011;482
1;Stockholms Län;15;2012;497
1;Stockholms Län;15;2013;519
1;Stockholms Län;15;2014;499
1;Stockholms Län;15;2015;581
1;Stockholms Län;15;2016;549
1;Stockholms Län;15;2017;615
1;Stockholms Län;15;2018;575
1;Stockholms Län;15;2019;514
1;Stockholms Län;15;2020;413
1;Stockholms Län;15;2021;468
1;Stockholms Län;15;2022;436
1;Stockholms Län;15;2023;389
1;Stockholms Län;16;1997;426
1;Stockholms Län;16;1998;412
1;Stockholms Län;16;1999;394
1;Stockholms Län;16;2000;454
1;Stockholms Län;16;2001;421
1;Stockholms Län;16;2002;427
1;Stockholms Län;16;2003;405
1;Stockholms Län;16;2004;415
1;Stockholms Län;16;2005;463
1;Stockholms Län;16;2006;601
1;Stockholms Län;16;2007;589
1;Stockholms Län;16;2008;599
1;Stockholms Län;16;2009;628
1;Stockholms Län;16;2010;615
1;Stockholms Län;16;2011;670
1;Stockholms Län;16;2012;709
1;Stockholms Län;16;2013;685
1;Stockholms Län;16;2014;708
1;Stockholms Län;16;2015;738
1;Stockholms Län;16;2016;792
1;Stockholms Län;16;2017;844
1;Stockholms Län;16;2018;750
1;Stockholms Län;16;2019;671
1;Stockholms Län;16;2020;564
1;Stockholms Län;16;2021;572
1;Stockholms Län;16;2022;532
1;Stockholms Län;16;2023;516
1;Stockholms Län;17;1997;359
1;Stockholms Län;17;1998;365
1;Stockholms Län;17;1999;401
1;Stockholms Län;17;2000;351
1;Stockholms Län;17;2001;380
1;Stockholms Län;17;2002;404
1;Stockholms Län;17;2003;344
1;Stockholms Län;17;2004;346
1;Stockholms Län;17;2005;372
1;Stockholms Län;17;2006;450
1;Stockholms Län;17;2007;564
1;Stockholms Län;17;2008;557
1;Stockholms Län;17;2009;560
1;Stockholms Län;17;2010;549
1;Stockholms Län;17;2011;610
1;Stockholms Län;17;2012;591
1;Stockholms Län;17;2013;580
1;Stockholms Län;17;2014;598
1;Stockholms Län;17;2015;697
1;Stockholms Län;17;2016;778
1;Stockholms Län;17;2017;926
1;Stockholms Län;17;2018;629
1;Stockholms Län;17;2019;548
1;Stockholms Län;17;2020;421
1;Stockholms Län;17;2021;438
1;Stockholms Län;17;2022;427
1;Stockholms Län;17;2023;423
1;Stockholms Län;18;1997;410
1;Stockholms Län;18;1998;443
1;Stockholms Län;18;1999;422
1;Stockholms Län;18;2000;431
1;Stockholms Län;18;2001;460
1;Stockholms Län;18;2002;435
1;Stockholms Län;18;2003;427
1;Stockholms Län;18;2004;444
1;Stockholms Län;18;2005;468
1;Stockholms Län;18;2006;533
1;Stockholms Län;18;2007;618
1;Stockholms Län;18;2008;627
1;Stockholms Län;18;2009;629
1;Stockholms Län;18;2010;672
1;Stockholms Län;18;2011;634
1;Stockholms Län;18;2012;667
1;Stockholms Län;18;2013;709
1;Stockholms Län;18;2014;655
1;Stockholms Län;18;2015;739
1;Stockholms Län;18;2016;868
1;Stockholms Län;18;2017;1418
1;Stockholms Län;18;2018;952
1;Stockholms Län;18;2019;702
1;Stockholms Län;18;2020;541
1;Stockholms Län;18;2021;556
1;Stockholms Län;18;2022;600
1;Stockholms Län;18;2023;571
1;Stockholms Län;19;1997;1023
1;Stockholms Län;19;1998;1163
1;Stockholms Län;19;1999;1268
1;Stockholms Län;19;2000;1169
1;Stockholms Län;19;2001;1157
1;Stockholms Län;19;2002;1058
1;Stockholms Län;19;2003;1041
1;Stockholms Län;19;2004;1033
1;Stockholms Län;19;2005;1176
1;Stockholms Län;19;2006;1313
1;Stockholms Län;19;2007;1396
1;Stockholms Län;19;2008;1300
1;Stockholms Län;19;2009;1380
1;Stockholms Län;19;2010;1388
1;Stockholms Län;19;2011;1314
1;Stockholms Län;19;2012;1274
1;Stockholms Län;19;2013;1344
1;Stockholms Län;19;2014;1327
1;Stockholms Län;19;2015;1266
1;Stockholms Län;19;2016;1270
1;Stockholms Län;19;2017;1399
1;Stockholms Län;19;2018;1841
1;Stockholms Län;19;2019;1413
1;Stockholms Län;19;2020;1231
1;Stockholms Län;19;2021;1325
1;Stockholms Län;19;2022;1314
1;Stockholms Län;19;2023;1293
3;Uppsala Län;0;1997;76
3;Uppsala Län;0;1998;79
3;Uppsala Län;0;1999;103
3;Uppsala Län;0;2000;96
3;Uppsala Län;0;2001;117
3;Uppsala Län;0;2002;99
3;Uppsala Län;0;2003;96
3;Uppsala Län;0;2004;103
3;Uppsala Län;0;2005;105
3;Uppsala Län;0;2006;89
3;Uppsala Län;0;2007;117
3;Uppsala Län;0;2008;121
3;Uppsala Län;0;2009;107
3;Uppsala Län;0;2010;117
3;Uppsala Län;0;2011;89
3;Uppsala Län;0;2012;104
3;Uppsala Län;0;2013;107
3;Uppsala Län;0;2014;145
3;Uppsala Län;0;2015;143
3;Uppsala Län;0;2016;164
3;Uppsala Län;0;2017;167
3;Uppsala Län;0;2018;196
3;Uppsala Län;0;2019;155
3;Uppsala Län;0;2020;139
3;Uppsala Län;0;2021;165
3;Uppsala Län;0;2022;144
3;Uppsala Län;0;2023;142
3;Uppsala Län;1;1997;164
3;Uppsala Län;1;1998;154
3;Uppsala Län;1;1999;183
3;Uppsala Län;1;2000;196
3;Uppsala Län;1;2001;178
3;Uppsala Län;1;2002;216
3;Uppsala Län;1;2003;175
3;Uppsala Län;1;2004;195
3;Uppsala Län;1;2005;220
3;Uppsala Län;1;2006;187
3;Uppsala Län;1;2007;241
3;Uppsala Län;1;2008;225
3;Uppsala Län;1;2009;250
3;Uppsala Län;1;2010;242
3;Uppsala Län;1;2011;234
3;Uppsala Län;1;2012;235
3;Uppsala Län;1;2013;254
3;Uppsala Län;1;2014;230
3;Uppsala Län;1;2015;317
3;Uppsala Län;1;2016;365
3;Uppsala Län;1;2017;367
3;Uppsala Län;1;2018;331
3;Uppsala Län;1;2019;352
3;Uppsala Län;1;2020;317
3;Uppsala Län;1;2021;309
3;Uppsala Län;1;2022;319
3;Uppsala Län;1;2023;272
3;Uppsala Län;2;1997;161
3;Uppsala Län;2;1998;125
3;Uppsala Län;2;1999;145
3;Uppsala Län;2;2000;131
3;Uppsala Län;2;2001;158
3;Uppsala Län;2;2002;151
3;Uppsala Län;2;2003;162
3;Uppsala Län;2;2004;174
3;Uppsala Län;2;2005;168
3;Uppsala Län;2;2006;156
3;Uppsala Län;2;2007;181
3;Uppsala Län;2;2008;186
3;Uppsala Län;2;2009;177
3;Uppsala Län;2;2010;172
3;Uppsala Län;2;2011;164
3;Uppsala Län;2;2012;181
3;Uppsala Län;2;2013;156
3;Uppsala Län;2;2014;220
3;Uppsala Län;2;2015;228
3;Uppsala Län;2;2016;284
3;Uppsala Län;2;2017;333
3;Uppsala Län;2;2018;261
3;Uppsala Län;2;2019;269
3;Uppsala Län;2;2020;242
3;Uppsala Län;2;2021;298
3;Uppsala Län;2;2022;236
3;Uppsala Län;2;2023;239
3;Uppsala Län;3;1997;171
3;Uppsala Län;3;1998;140
3;Uppsala Län;3;1999;132
3;Uppsala Län;3;2000;163
3;Uppsala Län;3;2001;129
3;Uppsala Län;3;2002;127
3;Uppsala Län;3;2003;108
3;Uppsala Län;3;2004;139
3;Uppsala Län;3;2005;126
3;Uppsala Län;3;2006;134
3;Uppsala Län;3;2007;173
3;Uppsala Län;3;2008;155
3;Uppsala Län;3;2009;138
3;Uppsala Län;3;2010;158
3;Uppsala Län;3;2011;155
3;Uppsala Län;3;2012;177
3;Uppsala Län;3;2013;193
3;Uppsala Län;3;2014;155
3;Uppsala Län;3;2015;234
3;Uppsala Län;3;2016;249
3;Uppsala Län;3;2017;301
3;Uppsala Län;3;2018;257
3;Uppsala Län;3;2019;254
3;Uppsala Län;3;2020;207
3;Uppsala Län;3;2021;280
3;Uppsala Län;3;2022;257
3;Uppsala Län;3;2023;207
3;Uppsala Län;4;1997;152
3;Uppsala Län;4;1998;134
3;Uppsala Län;4;1999;140
3;Uppsala Län;4;2000;145
3;Uppsala Län;4;2001;129
3;Uppsala Län;4;2002;106
3;Uppsala Län;4;2003;133
3;Uppsala Län;4;2004;123
3;Uppsala Län;4;2005;128
3;Uppsala Län;4;2006;122
3;Uppsala Län;4;2007;125
3;Uppsala Län;4;2008;134
3;Uppsala Län;4;2009;148
3;Uppsala Län;4;2010;159
3;Uppsala Län;4;2011;135
3;Uppsala Län;4;2012;152
3;Uppsala Län;4;2013;135
3;Uppsala Län;4;2014;154
3;Uppsala Län;4;2015;177
3;Uppsala Län;4;2016;234
3;Uppsala Län;4;2017;243
3;Uppsala Län;4;2018;233
3;Uppsala Län;4;2019;258
3;Uppsala Län;4;2020;213
3;Uppsala Län;4;2021;241
3;Uppsala Län;4;2022;230
3;Uppsala Län;4;2023;189
3;Uppsala Län;5;1997;154
3;Uppsala Län;5;1998;129
3;Uppsala Län;5;1999;152
3;Uppsala Län;5;2000;127
3;Uppsala Län;5;2001;131
3;Uppsala Län;5;2002;104
3;Uppsala Län;5;2003;100
3;Uppsala Län;5;2004;113
3;Uppsala Län;5;2005;96
3;Uppsala Län;5;2006;90
3;Uppsala Län;5;2007;132
3;Uppsala Län;5;2008;137
3;Uppsala Län;5;2009;124
3;Uppsala Län;5;2010;104
3;Uppsala Län;5;2011;114
3;Uppsala Län;5;2012;116
3;Uppsala Län;5;2013;136
3;Uppsala Län;5;2014;162
3;Uppsala Län;5;2015;194
3;Uppsala Län;5;2016;210
3;Uppsala Län;5;2017;252
3;Uppsala Län;5;2018;221
3;Uppsala Län;5;2019;207
3;Uppsala Län;5;2020;193
3;Uppsala Län;5;2021;229
3;Uppsala Län;5;2022;205
3;Uppsala Län;5;2023;184
3;Uppsala Län;6;1997;136
3;Uppsala Län;6;1998;131
3;Uppsala Län;6;1999;136
3;Uppsala Län;6;2000;131
3;Uppsala Län;6;2001;115
3;Uppsala Län;6;2002;109
3;Uppsala Län;6;2003;93
3;Uppsala Län;6;2004;94
3;Uppsala Län;6;2005;82
3;Uppsala Län;6;2006;99
3;Uppsala Län;6;2007;125
3;Uppsala Län;6;2008;118
3;Uppsala Län;6;2009;108
3;Uppsala Län;6;2010;106
3;Uppsala Län;6;2011;96
3;Uppsala Län;6;2012;102
3;Uppsala Län;6;2013;123
3;Uppsala Län;6;2014;125
3;Uppsala Län;6;2015;186
3;Uppsala Län;6;2016;208
3;Uppsala Län;6;2017;222
3;Uppsala Län;6;2018;236
3;Uppsala Län;6;2019;198
3;Uppsala Län;6;2020;164
3;Uppsala Län;6;2021;214
3;Uppsala Län;6;2022;192
3;Uppsala Län;6;2023;178
3;Uppsala Län;7;1997;132
3;Uppsala Län;7;1998;134
3;Uppsala Län;7;1999;120
3;Uppsala Län;7;2000;114
3;Uppsala Län;7;2001;131
3;Uppsala Län;7;2002;93
3;Uppsala Län;7;2003;96
3;Uppsala Län;7;2004;92
3;Uppsala Län;7;2005;75
3;Uppsala Län;7;2006;85
3;Uppsala Län;7;2007;97
3;Uppsala Län;7;2008;87
3;Uppsala Län;7;2009;95
3;Uppsala Län;7;2010;89
3;Uppsala Län;7;2011;99
3;Uppsala Län;7;2012;94
3;Uppsala Län;7;2013;117
3;Uppsala Län;7;2014;124
3;Uppsala Län;7;2015;161
3;Uppsala Län;7;2016;148
3;Uppsala Län;7;2017;232
3;Uppsala Län;7;2018;194
3;Uppsala Län;7;2019;168
3;Uppsala Län;7;2020;161
3;Uppsala Län;7;2021;150
3;Uppsala Län;7;2022;169
3;Uppsala Län;7;2023;124
3;Uppsala Län;8;1997;114
3;Uppsala Län;8;1998;107
3;Uppsala Län;8;1999;127
3;Uppsala Län;8;2000;99
3;Uppsala Län;8;2001;105
3;Uppsala Län;8;2002;99
3;Uppsala Län;8;2003;85
3;Uppsala Län;8;2004;87
3;Uppsala Län;8;2005;72
3;Uppsala Län;8;2006;76
3;Uppsala Län;8;2007;69
3;Uppsala Län;8;2008;93
3;Uppsala Län;8;2009;83
3;Uppsala Län;8;2010;95
3;Uppsala Län;8;2011;70
3;Uppsala Län;8;2012;86
3;Uppsala Län;8;2013;110
3;Uppsala Län;8;2014;124
3;Uppsala Län;8;2015;161
3;Uppsala Län;8;2016;142
3;Uppsala Län;8;2017;176
3;Uppsala Län;8;2018;178
3;Uppsala Län;8;2019;149
3;Uppsala Län;8;2020;154
3;Uppsala Län;8;2021;146
3;Uppsala Län;8;2022;151
3;Uppsala Län;8;2023;109
3;Uppsala Län;9;1997;98
3;Uppsala Län;9;1998;105
3;Uppsala Län;9;1999;115
3;Uppsala Län;9;2000;98
3;Uppsala Län;9;2001;106
3;Uppsala Län;9;2002;86
3;Uppsala Län;9;2003;95
3;Uppsala Län;9;2004;100
3;Uppsala Län;9;2005;81
3;Uppsala Län;9;2006;71
3;Uppsala Län;9;2007;76
3;Uppsala Län;9;2008;82
3;Uppsala Län;9;2009;74
3;Uppsala Län;9;2010;82
3;Uppsala Län;9;2011;58
3;Uppsala Län;9;2012;89
3;Uppsala Län;9;2013;100
3;Uppsala Län;9;2014;99
3;Uppsala Län;9;2015;142
3;Uppsala Län;9;2016;145
3;Uppsala Län;9;2017;186
3;Uppsala Län;9;2018;160
3;Uppsala Län;9;2019;149
3;Uppsala Län;9;2020;109
3;Uppsala Län;9;2021;159
3;Uppsala Län;9;2022;134
3;Uppsala Län;9;2023;130
3;Uppsala Län;10;1997;102
3;Uppsala Län;10;1998;113
3;Uppsala Län;10;1999;88
3;Uppsala Län;10;2000;103
3;Uppsala Län;10;2001;121
3;Uppsala Län;10;2002;95
3;Uppsala Län;10;2003;93
3;Uppsala Län;10;2004;103
3;Uppsala Län;10;2005;56
